claim_id,category,claim,value,unit,experiment_version,dataset_split,model,precision,runtime,hardware,source_file,source_location,verification_status,notes
Q-DISK-088,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_6,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_6.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-089,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_7,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_7.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-090,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_8,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-091,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_9,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_9.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-092,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_1,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_1.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-093,artifact_size,Actual saved artifact disk bytes,31510103,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_10,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_10.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-094,artifact_size,Actual saved artifact disk bytes,31510103,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_11,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_11.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-095,artifact_size,Actual saved artifact disk bytes,31510103,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_12,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_12.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-096,artifact_size,Actual saved artifact disk bytes,31510103,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_13,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_13.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-097,artifact_size,Actual saved artifact disk bytes,31510103,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_14,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_14.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-098,artifact_size,Actual saved artifact disk bytes,31510103,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_15,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_15.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-099,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_2,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_2.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-100,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_3,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_3.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-101,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_4,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_4.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-102,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_5,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_5.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-103,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_6,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_6.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-104,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_7,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_7.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-105,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_8,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-106,artifact_size,Actual saved artifact disk bytes,31509933,bytes,filename-specific,not applicable,mm_1bit_custom_epoch_9,not inferred,,,checkpoints/checkpoints_mm_1bit_custom/mm_1bit_custom_epoch_9.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-107,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_1,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_1.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-108,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_fp16_epoch_10,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_10.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-109,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_fp16_epoch_11,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_11.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-110,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_fp16_epoch_12,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_12.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-111,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_fp16_epoch_13,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_13.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-112,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_fp16_epoch_14,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_14.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-113,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_fp16_epoch_15,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_15.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-114,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_2,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_2.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-115,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_3,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_3.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-116,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_4,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_4.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-117,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_5,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_5.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-118,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_6,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_6.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-119,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_7,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_7.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-120,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_8,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-121,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_fp16_epoch_9,not inferred,,,checkpoints/checkpoints_mm_fp16/mm_fp16_epoch_9.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-122,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_1,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_1.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-123,artifact_size,Actual saved artifact disk bytes,30684475,bytes,filename-specific,not applicable,mm_w4a16_epoch_10,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_10.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-124,artifact_size,Actual saved artifact disk bytes,30684475,bytes,filename-specific,not applicable,mm_w4a16_epoch_11,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_11.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-125,artifact_size,Actual saved artifact disk bytes,30684475,bytes,filename-specific,not applicable,mm_w4a16_epoch_12,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_12.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-126,artifact_size,Actual saved artifact disk bytes,30684475,bytes,filename-specific,not applicable,mm_w4a16_epoch_13,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_13.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-127,artifact_size,Actual saved artifact disk bytes,30684475,bytes,filename-specific,not applicable,mm_w4a16_epoch_14,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_14.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-128,artifact_size,Actual saved artifact disk bytes,30684475,bytes,filename-specific,not applicable,mm_w4a16_epoch_15,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_15.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-129,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_2,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_2.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-130,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_3,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_3.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-131,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_4,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_4.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-132,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_5,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_5.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-133,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_6,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_6.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-134,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_7,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_7.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-135,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_8,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-136,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w4a16_epoch_9,not inferred,,,checkpoints/checkpoints_mm_w4a16/mm_w4a16_epoch_9.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-137,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_1,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_1.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-138,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w8a8_epoch_10,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_10.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-139,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w8a8_epoch_11,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_11.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-140,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w8a8_epoch_12,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_12.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-141,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w8a8_epoch_13,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_13.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-142,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w8a8_epoch_14,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_14.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-143,artifact_size,Actual saved artifact disk bytes,30684309,bytes,filename-specific,not applicable,mm_w8a8_epoch_15,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_15.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-144,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_2,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_2.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-145,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_3,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_3.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-146,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_4,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_4.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-147,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_5,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_5.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-148,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_6,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_6.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-149,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_7,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_7.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-150,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_8,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-151,artifact_size,Actual saved artifact disk bytes,30684143,bytes,filename-specific,not applicable,mm_w8a8_epoch_9,not inferred,,,checkpoints/checkpoints_mm_w8a8/mm_w8a8_epoch_9.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-152,artifact_size,Actual saved artifact disk bytes,31310011,bytes,filename-specific,not applicable,qat_w4a16_epoch_1,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_1.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-153,artifact_size,Actual saved artifact disk bytes,93945793,bytes,filename-specific,not applicable,qat_w4a16_epoch_10,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_10.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-154,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_11,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_11.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-155,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_12,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_12.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-156,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_13,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_13.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-157,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_14,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_14.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-158,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_15,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_15.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-159,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_16,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_16.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-160,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_17,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_17.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-161,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_18,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_18.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-162,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_19,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_19.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-163,artifact_size,Actual saved artifact disk bytes,31310011,bytes,filename-specific,not applicable,qat_w4a16_epoch_2,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_2.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-164,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_20,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_20.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-165,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_21,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_21.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-166,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_22,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_22.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-167,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_23,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_23.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-168,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_24,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_24.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-169,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_25,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_25.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-170,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_26,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_26.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-171,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_27,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_27.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-172,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_28,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_28.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-173,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_29,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_29.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-174,artifact_size,Actual saved artifact disk bytes,31310011,bytes,filename-specific,not applicable,qat_w4a16_epoch_3,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_3.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-175,artifact_size,Actual saved artifact disk bytes,93947521,bytes,filename-specific,not applicable,qat_w4a16_epoch_30,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_30.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-176,artifact_size,Actual saved artifact disk bytes,31310011,bytes,filename-specific,not applicable,qat_w4a16_epoch_4,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_4.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-177,artifact_size,Actual saved artifact disk bytes,31310011,bytes,filename-specific,not applicable,qat_w4a16_epoch_5,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_5.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-178,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_w4a16_epoch_6,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_6.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-179,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_w4a16_epoch_7,not inferred,,,checkpoints/checkpoints_w4a16/qat_w4a16_epoch_7.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
