frame,image_rel,gt_with_fine_label,v3_fp32+rec_fp32:tracks,v3_fp32+rec_fp32:matched,v3_fp32+rec_fp32:correct,v3_fp32+rec_fp16:tracks,v3_fp32+rec_fp16:matched,v3_fp32+rec_fp16:correct,v3_fp32+rec_int8_full:tracks,v3_fp32+rec_int8_full:matched,v3_fp32+rec_int8_full:correct,v3_fp16+rec_fp32:tracks,v3_fp16+rec_fp32:matched,v3_fp16+rec_fp32:correct,v3_fp16+rec_fp16:tracks,v3_fp16+rec_fp16:matched,v3_fp16+rec_fp16:correct,v3_fp16+rec_int8_full:tracks,v3_fp16+rec_int8_full:matched,v3_fp16+rec_int8_full:correct,v3_int8_head_excl+rec_fp32:tracks,v3_int8_head_excl+rec_fp32:matched,v3_int8_head_excl+rec_fp32:correct,v3_int8_head_excl+rec_fp16:tracks,v3_int8_head_excl+rec_fp16:matched,v3_int8_head_excl+rec_fp16:correct,v3_int8_head_excl+rec_int8_full:tracks,v3_int8_head_excl+rec_int8_full:matched,v3_int8_head_excl+rec_int8_full:correct,v3_int8_head_excl_fbias+rec_fp32:tracks,v3_int8_head_excl_fbias+rec_fp32:matched,v3_int8_head_excl_fbias+rec_fp32:correct,v3_int8_head_excl_fbias+rec_fp16:tracks,v3_int8_head_excl_fbias+rec_fp16:matched,v3_int8_head_excl_fbias+rec_fp16:correct,v3_int8_head_excl_fbias+rec_int8_full:tracks,v3_int8_head_excl_fbias+rec_int8_full:matched,v3_int8_head_excl_fbias+rec_int8_full:correct,v3_int8_full+rec_fp32:tracks,v3_int8_full+rec_fp32:matched,v3_int8_full+rec_fp32:correct,v3_int8_full+rec_fp16:tracks,v3_int8_full+rec_fp16:matched,v3_int8_full+rec_fp16:correct,v3_int8_full+rec_int8_full:tracks,v3_int8_full+rec_int8_full:matched,v3_int8_full+rec_int8_full:correct
1372,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950138.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1373,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950144.jpg,6,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1374,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950150.jpg,8,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,0,0,0,0,0,0,0,0,0
1375,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950156.jpg,7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1376,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950165.jpg,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1377,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950171.jpg,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,0,0,0,0,0,0,0,0,0
1378,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950178.jpg,4,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1379,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950184.jpg,4,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,0,0,0,0,0,0,0,0,0
1380,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950190.jpg,4,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0
1381,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950196.jpg,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
1382,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950202.jpg,7,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,4,7,5,4,7,5,4,7,5,5,7,5,5,7,5,5,0,0,0,0,0,0,0,0,0
1383,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14950208.jpg,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0
1384,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14962894.jpg,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
1385,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14962901.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
1386,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14963030.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14963959.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1388,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14963965.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14963971.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1390,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14964066.jpg,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1391,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14964123.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14965762.jpg,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
1393,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14965768.jpg,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1394,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14965774.jpg,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1395,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14965780.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1396,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14966992.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14967372.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1398,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14968289.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1399,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14968295.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1400,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14969672.jpg,9,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,0,0,0,0,0,0,0,0,0
1401,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14969678.jpg,9,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,0,0,0,0,0,0,0,0,0
1402,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14969684.jpg,5,7,2,2,7,2,2,7,2,2,7,2,2,7,2,2,7,2,2,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3,0,0,0,0,0,0,0,0,0
1403,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14969690.jpg,5,9,3,2,9,3,2,9,3,2,9,3,2,9,3,2,9,3,2,9,4,3,9,4,3,9,4,3,9,4,3,9,4,3,9,4,3,0,0,0,0,0,0,0,0,0
1404,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970231.jpg,5,9,4,2,9,4,2,9,4,2,9,4,2,9,4,2,9,4,2,9,4,2,9,4,2,9,4,2,9,4,2,9,4,2,9,4,2,0,0,0,0,0,0,0,0,0
1405,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970322.jpg,5,9,3,3,9,3,3,9,3,3,9,3,3,9,3,3,9,3,3,9,3,2,9,3,2,9,3,2,9,3,2,9,3,2,9,3,2,0,0,0,0,0,0,0,0,0
1406,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970328.jpg,6,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,0,0,0,0,0,0,0,0,0
1407,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970334.jpg,6,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,0,0,0,0,0,0,0,0,0
1408,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970340.jpg,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,0,0,0,0,0,0,0,0,0
1409,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970346.jpg,6,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,0,0,0,0,0,0,0,0,0
1410,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970524.jpg,5,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3,0,0,0,0,0,0,0,0,0
1411,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970530.jpg,7,5,4,3,5,4,3,5,4,4,5,4,3,5,4,3,5,4,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
1412,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970536.jpg,5,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,0,0,0,0,0,0,0,0,0
1413,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970543.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1414,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970549.jpg,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
1415,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970838.jpg,6,4,3,1,4,3,1,4,3,1,4,3,2,4,3,2,4,3,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
1416,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14970844.jpg,6,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0
1417,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979707.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1418,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979713.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1419,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979932.jpg,3,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
1420,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979938.jpg,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
1421,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979944.jpg,3,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,0,0,0,0,0,0,0,0,0
1422,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979951.jpg,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1423,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979960.jpg,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,0,0,0,0,0,0,0,0,0
1424,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979968.jpg,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,0,0,0,0,0,0,0,0,0
1425,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979974.jpg,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
1426,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979981.jpg,4,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
1427,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14979987.jpg,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1428,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14980188.jpg,7,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0
1429,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14980194.jpg,6,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,9,6,4,9,6,4,9,6,4,9,6,4,9,6,4,9,6,4,0,0,0,0,0,0,0,0,0
1430,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14981160.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1431,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14981166.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1432,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14981172.jpg,4,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0
1433,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009761.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1434,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009767.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1435,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009773.jpg,2,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1436,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009787.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1437,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009794.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009800.jpg,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,0,0,0,0,0,0,0,0,0
1439,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009806.jpg,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
1440,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009813.jpg,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1441,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009856.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1442,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009867.jpg,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1443,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009873.jpg,6,2,1,1,2,1,1,2,1,1,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
1444,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009883.jpg,5,5,4,4,5,4,4,5,4,3,5,4,3,5,4,3,5,4,3,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0
1445,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009890.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1446,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009897.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1447,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009903.jpg,8,6,5,2,6,5,2,6,5,2,6,5,3,6,5,3,6,5,3,6,5,2,6,5,2,6,5,2,6,5,2,6,5,2,6,5,2,0,0,0,0,0,0,0,0,0
1448,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15009909.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1449,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014443.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014449.jpg,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1451,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014456.jpg,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
1452,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014463.jpg,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1453,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014469.jpg,4,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1454,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014475.jpg,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
1455,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014482.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014489.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
1457,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014495.jpg,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1458,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014501.jpg,6,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0
1459,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014514.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014520.jpg,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1461,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014528.jpg,10,9,8,6,9,8,6,9,8,6,9,8,6,9,8,6,9,8,6,9,8,6,9,8,6,9,8,6,9,8,6,9,8,6,9,8,6,0,0,0,0,0,0,0,0,0
1462,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014534.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1463,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15014541.jpg,3,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
1464,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042345.jpg,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1465,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042351.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
1466,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042418.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1467,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042425.jpg,4,4,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
1468,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/15042431.jpg,6,6,6,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,4,6,6,4,0,0,0,0,0,0,0,0,0
